order_id,date,customer_id,customer_name,region,category,product,quantity,sales,profit
ORD-00527,2024-05-12,CUST-0082,Vihaan Bose,South,Electronics,Webcam,9,565.31,8.82
ORD-00295,2024-12-03,CUST-0112,Vihaan Bose,West,Furniture,Office Chair,11,2881.82,261.42
ORD-00027,2024-12-07,CUST-0115,Ananya Sharma,North,Office Supplies,Pen Set,7,105.76,34.14
ORD-00607,2024-12-18,CUST-0034,Vivaan Iyer,West,Office Supplies,Printer Paper,2,45.03,14.78
ORD-00602,2024-04-08,CUST-0090,Priya Nair,South,Apparel,Jacket,5,205.04,24.7
ORD-00734,2024-09-24,CUST-0067,Aarav Rao,North,Office Supplies,Printer Paper,4,60.67,18.7
ORD-00511,2024-01-13,CUST-0003,Rohan Kapoor,South,Electronics,Wireless Mouse,9,440.45,84.87
ORD-00634,2024-02-18,CUST-0005,Aarav Gupta,North,Electronics,Webcam,11,636.67,123.56
ORD-00354,2024-03-23,CUST-0051,Saanvi Reddy,East,Office Supplies,Pen Set,9,110.36,3.21
ORD-00539,2024-04-18,CUST-0031,Ananya Mehta,East,Office Supplies,Notebook Pack,8,128.96,9.38
ORD-00056,2024-05-01,CUST-0118,Saanvi Iyer,East,Electronics,Wireless Mouse,7,648.65,23.05
ORD-00464,2024-01-25,CUST-0116,Rohan Kapoor,South,Apparel,Cap,6,224.49,8.48
ORD-00217,2024-12-11,CUST-0079,Kiara Patel,North,Office Supplies,Notebook Pack,5,105.64,33.86
ORD-00650,2024-07-20,CUST-0077,Kabir Menon,South,Furniture,Office Chair,6,874.18,210.35
ORD-00041,2024-12-29,CUST-0056,Priya Iyer,West,Furniture,Standing Desk,10,1846.42,474.83
ORD-00397,2024-12-13,CUST-0017,Meera Menon,North,Furniture,Office Chair,6,1206.55,300.86
ORD-01083,2024-10-30,CUST-0116,Rohan Kapoor,North,Apparel,Cap,8,269.44,67.92
ORD-00621,2024-08-22,CUST-0006,Ananya Bose,North,Apparel,Jacket,10,337.78,55.97
ORD-00833,2024-05-24,CUST-0018,Vihaan Kapoor,,Furniture,Filing Cabinet,4,768.68,
ORD-00824,2024-11-15,CUST-0106,Saanvi Reddy,South,Furniture,Filing Cabinet,3,881.83,
ORD-00179,2024-12-20,CUST-0045,Tara Singh,East,Electronics,Webcam,11,1052.04,57.53
ORD-00177,2024-06-28,CUST-0104,Vivaan Mehta,North,Furniture,Filing Cabinet,5,1155.1,365.18
ORD-00890,2024-01-04,CUST-0059,Rohan Menon,West,Electronics,27in Monitor,4,299.84,22.31
ORD-00944,2024-06-25,CUST-0028,Vihaan Bose,East,Apparel,Cap,8,274.18,-4.37
ORD-00301,2024-10-06,CUST-0025,Kabir Sharma,East,Office Supplies,Printer Paper,8,101.52,10.52
ORD-01061,2024-12-21,CUST-0011,Zara Gupta,,Electronics,Wireless Mouse,7,397.01,73.43
ORD-00803,2024-05-15,CUST-0112,Vihaan Bose,West,Office Supplies,Notebook Pack,8,133.19,0.45
ORD-00848,2024-01-08,CUST-0031,Ananya Mehta,East,Apparel,Cap,2,55.45,4.68
ORD-00703,2024-06-15,CUST-0059,Rohan Menon,North,Furniture,Standing Desk,10,1619.55,-19.37
ORD-00519,2024-11-28,CUST-0017,Meera Menon,West,Furniture,Office Chair,1,241.68,36.81
ORD-00642,2024-01-11,CUST-0035,Kiara Das,West,Office Supplies,Notebook Pack,3,53.77,
ORD-00783,2024-12-13,CUST-0070,Kiara Nair,East,Office Supplies,Printer Paper,9,156.26,19.74
ORD-00640,2024-07-15,CUST-0067,Aarav Rao,South,Office Supplies,Stapler,1,20.66,0.94
ORD-01059,2024-05-10,CUST-0061,Kabir Singh,West,Apparel,Jacket,11,309.96,3.85
ORD-00030,2024-09-28,CUST-0112,Vihaan Bose,West,Furniture,Filing Cabinet,8,1423.54,388.37
ORD-00961,2024-06-04,CUST-0098,Tara Reddy,West,Office Supplies,Printer Paper,4,83.78,1.72
ORD-00931,2024-08-12,CUST-0109,Zara Reddy,West,Apparel,Hoodie,9,304.72,32.33
ORD-00808,2024-02-28,CUST-0118,Saanvi Iyer,East,Electronics,27in Monitor,11,677.59,52.53
ORD-00204,2024-03-01,CUST-0058,Ishaan Reddy,South,Office Supplies,Notebook Pack,3,51.3,6.96
ORD-00445,2024-02-03,CUST-0025,Kabir Sharma,East,Furniture,Bookshelf,9,1203.26,416.38
ORD-00372,2024-07-15,CUST-0046,Aarav Kapoor,West,Apparel,Jacket,8,339.51,56.91
ORD-00033,2024-06-04,CUST-0106,Saanvi Reddy,West,Furniture,Office Chair,6,1172.83,329.25
ORD-00971,2024-06-12,CUST-0055,Rohan Gupta,South,Electronics,Wireless Mouse,7,689.52,-18.6
ORD-00335,2024-10-21,CUST-0048,Priya Patel,West,Office Supplies,Notebook Pack,10,203.65,62.94
ORD-00383,2024-05-11,CUST-0002,Saanvi Bose,West,Furniture,Bookshelf,11,1964.28,35.12
ORD-01002,2024-09-15,CUST-0104,Vivaan Mehta,East,Apparel,Jacket,4,101.81,2.12
ORD-00937,2024-08-01,CUST-0008,Kabir Chopra,South,Office Supplies,Printer Paper,9,171.07,6.85
ORD-00373,2024-06-24,CUST-0007,Arjun Sharma,North,Office Supplies,Stapler,11,217.02,1.51
ORD-00749,2024-10-21,CUST-0064,Kiara Iyer,South,Office Supplies,Stapler,2,37.74,11.96
ORD-00574,2024-08-13,CUST-0001,Kiara Singh,West,Furniture,Office Chair,4,1116.27,310.89
ORD-00004,2024-01-12,CUST-0044,Kiara Chopra,West,Apparel,Hoodie,5,126.41,32.13
ORD-00586,2024-08-31,CUST-0028,Vihaan Bose,East,Apparel,T-Shirt,3,86.92,15.18
ORD-00430,2024-02-10,CUST-0047,Kabir Verma,South,Electronics,USB-C Hub,8,510.46,139.01
ORD-00883,2024-03-19,CUST-0075,Meera Verma,West,Electronics,Wireless Mouse,3,252.67,30.6
ORD-00972,2024-02-23,CUST-0089,Kiara Rao,South,Office Supplies,Notebook Pack,1,14.11,2.91
ORD-00446,2024-04-06,CUST-0075,Meera Verma,West,Office Supplies,Printer Paper,1,9.65,2.26
ORD-00042,2024-09-04,CUST-0080,Ananya Iyer,South,Furniture,Filing Cabinet,7,1381.14,105.83
ORD-00223,2024-03-05,CUST-0072,Aarav Gupta,East,Office Supplies,Printer Paper,10,140.11,30.68
ORD-01035,2024-05-31,CUST-0096,Kabir Kapoor,South,Electronics,Mechanical Keyboard,10,766.26,258.75
ORD-00781,2024-09-16,CUST-0090,Priya Nair,North,Apparel,T-Shirt,6,237.75,63.58
ORD-00740,2024-11-01,CUST-0065,Meera Rao,East,Electronics,Wireless Mouse,3,271.04,21.57
ORD-00114,2024-12-08,CUST-0087,Rohan Patel,North,Electronics,USB-C Hub,7,410.96,12.74
ORD-00049,2024-10-07,CUST-0072,Aarav Gupta,East,Apparel,Hoodie,7,311.16,77.82
ORD-00290,2024-11-17,CUST-0110,Arjun Mehta,North,Office Supplies,Printer Paper,10,117.32,12.63
ORD-00077,2024-01-05,CUST-0029,Zara Singh,East,Electronics,27in Monitor,5,408.89,-8.47
ORD-00207,2024-08-05,CUST-0047,Kabir Verma,South,Office Supplies,Printer Paper,4,71.31,11.57
ORD-00633,2024-02-19,CUST-0096,Kabir Kapoor,South,Electronics,Webcam,6,544.32,139.43
ORD-00124,2024-09-08,CUST-0039,Rohan Chopra,West,Electronics,USB-C Hub,11,659.18,195.4
ORD-00920,2024-04-25,CUST-0077,Kabir Menon,West,Office Supplies,Stapler,3,54.32,-1.16
ORD-00387,2024-11-25,CUST-0050,Rohan Bose,North,Furniture,Filing Cabinet,4,773.85,40.26
ORD-00226,2024-08-06,CUST-0017,Meera Menon,North,Apparel,Hoodie,6,180.76,19.36
ORD-00959,2024-09-04,CUST-0039,Rohan Chopra,North,Electronics,Webcam,4,330.29,85.36
ORD-00598,2024-10-16,CUST-0038,Kabir Sharma,East,Furniture,Bookshelf,3,681.11,161.55
ORD-00222,2024-10-22,CUST-0065,Meera Rao,East,Apparel,T-Shirt,3,138.18,33.33
ORD-00956,2024-08-04,CUST-0113,Kiara Iyer,South,Office Supplies,Stapler,1,15.8,2.46
ORD-00949,2024-03-01,CUST-0045,Tara Singh,North,Apparel,Cap,7,185.1,28.01
ORD-00881,2024-10-16,CUST-0004,Zara Nair,North,Furniture,Standing Desk,11,3031.27,-69.57
ORD-00834,2024-06-03,CUST-0029,Zara Singh,South,Furniture,Standing Desk,10,2061.96,573.06
ORD-00162,2024-04-20,CUST-0031,Ananya Mehta,North,Apparel,Jacket,2,55.94,7.25
ORD-00906,2024-04-12,CUST-0067,Aarav Rao,South,Apparel,Cap,8,216.3,-4.58
ORD-00796,2024-08-28,CUST-0100,Arjun Verma,North,Apparel,Jacket,3,93.79,10.01
ORD-00326,2024-04-14,CUST-0032,Ishaan Nair,South,Electronics,Mechanical Keyboard,6,417.71,24.23
ORD-00827,2024-06-25,CUST-0002,Saanvi Bose,West,Apparel,Jacket,3,117.83,38.98
ORD-00750,2024-07-15,CUST-0046,Aarav Kapoor,South,Office Supplies,Pen Set,7,126.12,
ORD-00140,2024-02-19,CUST-0097,Aarav Sharma,West,Apparel,Cap,2,77.85,2.42
ORD-00800,2024-08-26,CUST-0012,Diya Gupta,North,Office Supplies,Notebook Pack,6,127.07,1.95
ORD-00930,2024-11-12,CUST-0041,Meera Gupta,West,Office Supplies,Notebook Pack,9,170.17,2.32
ORD-00573,2024-11-15,CUST-0076,Zara Chopra,North,Apparel,T-Shirt,3,144.63,8.69
ORD-00353,2024-07-26,CUST-0019,Tara Singh,East,Electronics,Mechanical Keyboard,1,75.28,19.31
ORD-00166,2024-09-29,CUST-0055,Rohan Gupta,West,Apparel,T-Shirt,1,31.92,0.92
ORD-00215,2024-06-25,CUST-0118,Saanvi Iyer,East,Apparel,Hoodie,2,64.87,18.02
ORD-00798,2024-05-18,CUST-0040,Saanvi Iyer,South,Furniture,Office Chair,2,365.76,36.33
ORD-00298,2024-02-07,CUST-0079,Kiara Patel,North,Furniture,Office Chair,1,174.32,60.28
ORD-00395,2024-12-08,CUST-0001,Kiara Singh,North,Apparel,T-Shirt,8,273.82,68.25
ORD-00132,2024-12-28,CUST-0059,Rohan Menon,South,Electronics,USB-C Hub,11,837.38,-22.79
ORD-00315,2024-12-06,CUST-0059,Rohan Menon,East,Apparel,Jacket,11,405.6,107.11
ORD-00139,2024-06-03,CUST-0070,Kiara Nair,North,Office Supplies,Notebook Pack,8,165.24,56.56
ORD-00908,2024-10-15,CUST-0065,Meera Rao,West,Electronics,Webcam,5,412.85,108.33
ORD-00901,2024-07-22,CUST-0062,Kabir Singh,North,Apparel,Jacket,10,415.83,34.41
ORD-00417,2024-09-08,CUST-0052,Saanvi Patel,East,Office Supplies,Notebook Pack,3,38.1,11.8
ORD-00861,2024-06-13,CUST-0040,Saanvi Iyer,South,Furniture,Bookshelf,11,2774.42,210.35
ORD-00039,2024-11-09,CUST-0039,Rohan Chopra,South,Furniture,Standing Desk,10,1791.43,401.67
ORD-00250,2024-07-06,CUST-0077,Kabir Menon,South,Furniture,Standing Desk,9,1120.37,-9.68
ORD-00771,2024-04-29,CUST-0041,Meera Gupta,South,Furniture,Filing Cabinet,11,1732.43,135.54
ORD-00054,2024-10-06,CUST-0054,Saanvi Reddy,North,Apparel,Cap,7,194.72,22.79
ORD-00137,2024-08-20,CUST-0026,Aditya Mehta,East,Furniture,Bookshelf,11,1967.5,536.93
ORD-00814,2024-11-24,CUST-0011,Zara Gupta,West,Apparel,Hoodie,3,106.19,29.49
ORD-00826,2024-06-12,CUST-0036,Arjun Nair,North,Electronics,27in Monitor,2,182.85,-3.41
ORD-00036,2024-10-31,CUST-0031,Ananya Mehta,East,Office Supplies,Pen Set,7,130.02,3.04
ORD-00934,2024-04-02,CUST-0044,Kiara Chopra,South,Furniture,Office Chair,9,1783.54,-39.22
ORD-00379,2024-08-11,CUST-0112,Vihaan Bose,East,Office Supplies,Notebook Pack,5,78.18,24.27
ORD-00846,2024-01-19,CUST-0094,Vihaan Patel,South,Electronics,27in Monitor,8,8431.59,210.14
ORD-00579,2024-01-20,CUST-0035,Kiara Das,West,Office Supplies,Notebook Pack,9,105.34,10.67
ORD-00820,2024-08-05,CUST-0108,Ananya Das,West,Apparel,T-Shirt,5,146.28,39.97
ORD-00660,2024-04-24,CUST-0027,Kiara Rao,East,Furniture,Filing Cabinet,7,1365.06,404.57
ORD-00053,2024-12-16,CUST-0016,Rohan Patel,North,Furniture,Filing Cabinet,6,1261.28,72.97
ORD-00378,2024-04-25,CUST-0013,Tara Nair,West,Electronics,27in Monitor,8,715.34,204.71
ORD-00877,2024-03-22,CUST-0028,Vihaan Bose,South,Office Supplies,Pen Set,5,65.35,1.56
ORD-00742,2024-02-20,CUST-0071,Aarav Das,South,Apparel,Cap,4,139.03,20.17
ORD-00303,2024-10-31,CUST-0094,Vihaan Patel,East,Furniture,Standing Desk,6,1296.68,116.5
ORD-00247,2024-11-13,CUST-0037,Tara Reddy,East,Furniture,Office Chair,8,1906.12,48.16
ORD-01091,2024-01-30,CUST-0070,Kiara Nair,South,Electronics,Wireless Mouse,9,577.52,150.49
ORD-00426,2024-08-15,CUST-0011,Zara Gupta,South,Electronics,USB-C Hub,3,240.28,37.53
ORD-00725,2024-09-30,CUST-0054,Saanvi Reddy,North,Office Supplies,Stapler,10,165.97,28.48
ORD-00029,2024-10-16,CUST-0002,Saanvi Bose,North,Office Supplies,Printer Paper,3,67.51,1.97
ORD-00766,2024-12-20,CUST-0060,Ishaan Patel,West,Office Supplies,Notebook Pack,1,20.54,5.46
ORD-00799,2024-05-22,CUST-0073,Kabir Bose,North,Office Supplies,Printer Paper,8,116.46,15.21
ORD-00245,2024-11-19,CUST-0074,Vivaan Singh,North,Electronics,Wireless Mouse,10,1038.41,359.55
ORD-00104,2024-03-20,CUST-0050,Rohan Bose,South,Apparel,T-Shirt,5,155.08,19.09
ORD-00277,2024-04-01,CUST-0085,Ishaan Bose,West,Apparel,Hoodie,8,204.51,
ORD-00394,2024-03-25,CUST-0075,Meera Verma,South,Electronics,27in Monitor,10,861.42,199.27
ORD-00111,2024-07-23,CUST-0088,Aarav Reddy,North,Apparel,Hoodie,3,94.95,32.91
ORD-00684,2024-02-13,CUST-0077,Kabir Menon,South,Electronics,Webcam,2,136.96,3.88
ORD-00160,2024-09-10,CUST-0098,Tara Reddy,North,Office Supplies,Printer Paper,5,112.77,-0.28
ORD-00113,2024-10-19,CUST-0034,Vivaan Iyer,East,Office Supplies,Pen Set,8,104.19,8.46
ORD-00697,2024-04-27,CUST-0048,Priya Patel,East,Apparel,Hoodie,2,61.19,2.99
ORD-00678,2024-09-30,CUST-0017,Meera Menon,South,Furniture,Bookshelf,10,2525.56,857.55
ORD-00330,2024-03-05,CUST-0119,Zara Rao,North,Electronics,Mechanical Keyboard,9,633.06,116.58
ORD-00263,2024-06-17,CUST-0088,Aarav Reddy,South,Furniture,Standing Desk,5,1132.66,168.69
ORD-00948,2024-04-28,CUST-0087,Rohan Patel,West,Apparel,T-Shirt,2,46.52,14.2
ORD-00638,2024-08-23,CUST-0113,Kiara Iyer,East,Electronics,27in Monitor,6,444.04,
ORD-01037,2024-03-30,CUST-0048,Priya Patel,West,Apparel,T-Shirt,7,147.89,22.22
ORD-00168,2024-12-01,CUST-0054,Saanvi Reddy,North,Electronics,27in Monitor,4,336.94,57.27
ORD-01032,2024-05-18,CUST-0091,Tara Sharma,North,Apparel,Hoodie,11,221.26,68.52
ORD-00155,2024-12-29,CUST-0078,Rohan Bose,West,Office Supplies,Printer Paper,6,88.25,5.64
ORD-00051,2024-05-20,CUST-0060,Ishaan Patel,East,Furniture,Office Chair,2,345.68,6.74
ORD-00025,2024-01-16,CUST-0016,Rohan Patel,West,Office Supplies,Stapler,1,16.33,-0.72
ORD-01042,2024-12-29,CUST-0031,Ananya Mehta,North,Furniture,Filing Cabinet,8,1600.01,443.76
ORD-00444,2024-05-02,CUST-0075,Meera Verma,South,Electronics,Wireless Mouse,8,567.93,133.99
ORD-00151,2024-06-19,CUST-0010,Vivaan Mehta,East,Electronics,Wireless Mouse,7,580.84,171.66
ORD-00554,2024-04-21,CUST-0074,Vivaan Singh,North,Furniture,Filing Cabinet,8,1310.42,444.07
ORD-00095,2024-03-19,CUST-0047,Kabir Verma,West,Apparel,Cap,4,145.77,7.47
ORD-00218,2024-12-22,CUST-0098,Tara Reddy,South,Furniture,Standing Desk,1,203.38,25.92
ORD-00646,2024-05-19,CUST-0107,Aarav Patel,South,Apparel,Hoodie,6,129.33,14.6
ORD-00382,2024-02-08,CUST-0108,Ananya Das,North,Apparel,Hoodie,6,197.88,-5.97
ORD-00024,2024-01-01,CUST-0087,Rohan Patel,West,Office Supplies,Notebook Pack,4,62.64,2.11
ORD-00293,2024-04-01,CUST-0066,Diya Nair,North,Furniture,Office Chair,1,199.05,-3.9
ORD-00174,2024-04-13,CUST-0041,Meera Gupta,South,Apparel,Jacket,10,261.17,40.11
ORD-00101,2024-08-14,CUST-0111,Meera Kapoor,North,Apparel,Cap,9,324.45,85.44
ORD-00026,2024-08-27,CUST-0058,Ishaan Reddy,South,Apparel,Jacket,5,210.35,33.51
ORD-00875,2024-09-06,CUST-0060,Ishaan Patel,East,Office Supplies,Notebook Pack,3,43.59,5.91
ORD-00932,2024-12-02,CUST-0099,Vihaan Sharma,West,Office Supplies,Stapler,3,57.16,-1.48
ORD-00782,2024-05-07,CUST-0097,Aarav Sharma,South,Electronics,Webcam,6,515.98,3.4
ORD-00490,2024-04-04,CUST-0090,Priya Nair,West,Apparel,Hoodie,2,52.46,-2.54
ORD-00895,2024-06-14,CUST-0028,Vihaan Bose,East,Apparel,T-Shirt,7,217.57,54.28
ORD-00355,2024-03-06,CUST-0037,Tara Reddy,North,Office Supplies,Pen Set,3,45.41,-0.19
ORD-00794,2024-04-02,CUST-0070,Kiara Nair,South,Apparel,Hoodie,4,134.87,20.24
ORD-00589,2024-11-22,CUST-0066,Diya Nair,East,Office Supplies,Pen Set,1,23.11,0.34
ORD-00243,2024-03-01,CUST-0016,Rohan Patel,West,Furniture,Office Chair,11,2218.98,198.66
ORD-00169,2024-05-23,CUST-0007,Arjun Sharma,West,Office Supplies,Pen Set,8,120.62,-1884.2
ORD-00074,2024-06-15,CUST-0107,Aarav Patel,East,Electronics,USB-C Hub,11,620.69,111.04
ORD-00560,2024-01-16,CUST-0032,Ishaan Nair,South,Apparel,Jacket,1,26.08,8.43
ORD-00922,2024-10-03,CUST-0016,Rohan Patel,West,Office Supplies,Notebook Pack,4,63.56,-0.01
ORD-00529,2024-05-02,CUST-0026,Aditya Mehta,West,Furniture,Filing Cabinet,1,157.96,24.98
ORD-00119,2024-04-05,CUST-0052,Saanvi Patel,West,Electronics,Mechanical Keyboard,4,294.45,-4.53
ORD-00115,2024-11-04,CUST-0061,Kabir Singh,North,Furniture,Bookshelf,1,291.31,36.15
ORD-00521,2024-06-21,CUST-0011,Zara Gupta,West,Furniture,Filing Cabinet,8,1643.55,157.66
ORD-00006,2024-04-03,CUST-0082,Vihaan Bose,North,Electronics,27in Monitor,11,717.73,14.87
ORD-00476,2024-06-17,CUST-0106,Saanvi Reddy,West,Electronics,27in Monitor,11,1085.22,55.84
ORD-00807,2024-04-04,CUST-0089,Kiara Rao,North,Furniture,Standing Desk,9,1771.58,376.01
ORD-00720,2024-07-11,CUST-0005,Aarav Gupta,North,Electronics,Mechanical Keyboard,9,799.95,109.55
ORD-00070,2024-06-28,CUST-0018,Vihaan Kapoor,East,Office Supplies,Notebook Pack,5,67.09,22.49
ORD-00015,2024-04-02,CUST-0066,Diya Nair,North,Electronics,USB-C Hub,11,1061.51,44.87
ORD-00863,2024-10-19,CUST-0013,Tara Nair,North,Apparel,Jacket,11,397.93,
ORD-00762,2024-10-14,CUST-0085,Ishaan Bose,South,Electronics,Wireless Mouse,1,113.56,-4.38
ORD-00370,2024-12-31,CUST-0075,Meera Verma,West,Furniture,Office Chair,5,1253.91,
ORD-00079,2024-12-23,CUST-0090,Priya Nair,North,Furniture,Standing Desk,5,1051.16,-18.13
ORD-01050,2024-03-14,CUST-0104,Vivaan Mehta,West,Apparel,Cap,2,53.39,3.35
ORD-00480,2024-05-03,CUST-0019,Tara Singh,North,Office Supplies,Printer Paper,2,35.32,7.74
ORD-00894,2024-09-24,CUST-0112,Vihaan Bose,West,Furniture,Office Chair,5,1234.41,390.93
ORD-01024,2024-11-07,CUST-0113,Kiara Iyer,West,Furniture,Office Chair,11,2628.23,606.57
ORD-00653,2024-06-01,CUST-0068,Zara Verma,West,Apparel,Cap,3,65.76,17.46
ORD-00055,2024-06-21,CUST-0074,Vivaan Singh,North,Apparel,Cap,11,468.4,101.8
ORD-00468,2024-08-09,CUST-0046,Aarav Kapoor,North,Electronics,USB-C Hub,11,909.71,298.98
ORD-00267,2024-05-24,CUST-0044,Kiara Chopra,North,Furniture,Bookshelf,8,1875.17,487.96
ORD-00974,2024-04-21,CUST-0084,Aarav Iyer,West,Electronics,Wireless Mouse,11,787.87,23.27
ORD-00916,2024-02-28,CUST-0053,Vivaan Sharma,South,Furniture,Office Chair,5,871.17,-36.11
ORD-00515,2024-09-29,CUST-0057,Ishaan Chopra,East,Electronics,Webcam,6,370.98,64.43
ORD-00538,2024-03-12,CUST-0028,Vihaan Bose,South,Furniture,Filing Cabinet,7,1281.15,-6.99
ORD-00060,2024-05-19,CUST-0048,Priya Patel,North,Office Supplies,Printer Paper,8,107.81,12.77
ORD-00504,2024-04-15,CUST-0080,Ananya Iyer,South,Office Supplies,Notebook Pack,8,137.83,45.64
ORD-00745,2024-01-28,CUST-0092,Kiara Bose,North,Electronics,27in Monitor,9,440.75,75.95
ORD-00167,2024-04-17,CUST-0079,Kiara Patel,South,Furniture,Filing Cabinet,7,1502.36,484.63
ORD-00852,2024-07-02,CUST-0007,Arjun Sharma,East,Office Supplies,Notebook Pack,5,86.56,24.88
ORD-00332,2024-04-28,CUST-0045,Tara Singh,West,Furniture,Office Chair,11,1955.53,294.79
ORD-01046,2024-02-24,CUST-0110,Arjun Mehta,East,Office Supplies,Pen Set,7,78.18,1.95
ORD-00887,2024-06-29,CUST-0072,Aarav Gupta,North,Electronics,USB-C Hub,4,315.46,2.05
ORD-00248,2024-11-12,CUST-0022,Zara Iyer,South,Apparel,Cap,8,330.29,-5.85
ORD-00374,2024-01-11,CUST-0002,Saanvi Bose,East,Electronics,Webcam,9,548.95,183.49
ORD-00778,2024-07-23,CUST-0031,Ananya Mehta,North,Office Supplies,Printer Paper,7,104.91,14.99
ORD-00473,2024-11-12,CUST-0097,Aarav Sharma,North,Furniture,Standing Desk,1,287.95,21.74
ORD-00500,2024-03-27,CUST-0081,Rohan Iyer,East,Electronics,USB-C Hub,5,385.28,107.22
ORD-00784,2024-03-04,CUST-0041,Meera Gupta,South,Furniture,Bookshelf,4,938.52,-41.9
ORD-01015,2024-06-07,CUST-0088,Aarav Reddy,West,Apparel,Jacket,8,250.39,45.46
ORD-00637,2024-09-19,CUST-0093,Rohan Mehta,South,Furniture,Filing Cabinet,2,488.87,126.28
ORD-00617,2024-01-22,CUST-0101,Ishaan Menon,West,Apparel,Cap,11,339.91,34.3
ORD-00564,2024-04-08,CUST-0112,Vihaan Bose,West,Furniture,Standing Desk,4,650.22,131.44
ORD-00996,2024-05-17,CUST-0012,Diya Gupta,East,Electronics,Webcam,8,747.68,-9.05
ORD-00308,2024-10-27,CUST-0048,Priya Patel,West,Electronics,Mechanical Keyboard,3,192.21,54.39
ORD-00983,2024-10-01,CUST-0076,Zara Chopra,West,Apparel,Jacket,9,387.04,38.49
ORD-00739,2024-07-23,CUST-0007,Arjun Sharma,West,Apparel,Cap,2,76.28,16.75
ORD-00721,2024-07-25,CUST-0080,Ananya Iyer,West,Office Supplies,Notebook Pack,7,125.05,9.41
ORD-00567,2024-01-17,CUST-0066,Diya Nair,West,Electronics,Webcam,6,372.84,66.38
ORD-00502,2024-08-05,CUST-0040,Saanvi Iyer,West,Office Supplies,Notebook Pack,1,18.05,1.96
ORD-00854,2024-01-17,CUST-0066,Diya Nair,West,Apparel,Jacket,5,179.19,30.3
ORD-00235,2024-06-22,CUST-0083,Priya Patel,East,Electronics,Wireless Mouse,3,216.54,31.49
ORD-00627,2024-09-18,CUST-0043,Aditya Mehta,West,Electronics,Webcam,5,462.9,106.18
ORD-00885,2024-11-01,CUST-0016,Rohan Patel,South,Apparel,Cap,4,141.05,29.38
ORD-00431,2024-03-22,CUST-0013,Tara Nair,West,Electronics,Webcam,7,596.39,173.32
ORD-00774,2024-04-29,CUST-0116,Rohan Kapoor,South,Office Supplies,Notebook Pack,10,178.7,42.64
ORD-00192,2024-10-07,CUST-0048,Priya Patel,South,Electronics,27in Monitor,7,731.31,237.66
ORD-00757,2024-10-10,CUST-0102,Vivaan Singh,East,Electronics,Mechanical Keyboard,3,336.38,11.7
ORD-00152,2024-06-20,CUST-0089,Kiara Rao,East,Furniture,Filing Cabinet,2,442.96,113.65
ORD-00692,2024-12-14,CUST-0026,Aditya Mehta,West,Furniture,Standing Desk,11,1702.5,594.51
ORD-00436,2024-06-12,CUST-0074,Vivaan Singh,East,Electronics,USB-C Hub,5,489.09,105.9
ORD-00667,2024-10-28,CUST-0091,Tara Sharma,West,Office Supplies,Stapler,10,216.12,31.26
ORD-00257,2024-03-29,CUST-0006,Ananya Bose,East,Apparel,T-Shirt,8,235.78,23.36
ORD-00950,2024-12-03,CUST-0070,Kiara Nair,North,Apparel,Jacket,10,409.85,139.97
ORD-00822,2024-04-03,CUST-0074,Vivaan Singh,East,Office Supplies,Printer Paper,6,100.21,0.24
ORD-00962,2024-01-06,CUST-0094,Vihaan Patel,West,Electronics,Wireless Mouse,2,99.25,15.41
ORD-00688,2024-02-18,CUST-0006,Ananya Bose,East,Apparel,Hoodie,1,21.94,1.81
ORD-00542,2024-03-01,CUST-0107,Aarav Patel,West,Electronics,27in Monitor,5,418.92,138.73
ORD-00639,2024-11-01,CUST-0104,Vivaan Mehta,North,Furniture,Standing Desk,11,2138.28,186.82
ORD-00570,2024-04-02,CUST-0056,Priya Iyer,South,Apparel,T-Shirt,10,349.51,69.34
ORD-00583,2024-11-26,CUST-0037,Tara Reddy,South,Apparel,Hoodie,9,310.99,66.03
ORD-00384,2024-03-24,CUST-0038,Kabir Sharma,South,Apparel,Hoodie,2,48.23,15.39
ORD-00146,2024-12-13,CUST-0050,Rohan Bose,East,Electronics,27in Monitor,4,474.78,51.1
ORD-00995,2024-04-14,CUST-0039,Rohan Chopra,West,Electronics,27in Monitor,8,503.42,144.39
ORD-01063,2024-03-01,CUST-0031,Ananya Mehta,North,Office Supplies,Printer Paper,5,82.6,20.54
ORD-00534,2024-12-31,CUST-0042,Kiara Bose,East,Electronics,27in Monitor,6,699.21,-21.97
ORD-00216,2024-01-03,CUST-0030,Kabir Mehta,East,Apparel,T-Shirt,10,372.29,91.66
ORD-00942,2024-06-22,CUST-0009,Aditya Kapoor,East,Furniture,Office Chair,2,328.07,46.4
ORD-00662,2024-01-24,CUST-0087,Rohan Patel,North,Electronics,USB-C Hub,6,544.85,107.96
ORD-00819,2024-12-07,CUST-0003,Rohan Kapoor,West,Electronics,Webcam,1,62.72,16.69
ORD-00743,2024-05-26,CUST-0020,Diya Menon,North,Office Supplies,Pen Set,2,27.63,2.91
ORD-00197,2024-04-23,CUST-0054,Saanvi Reddy,North,Electronics,Webcam,5,366.92,104.49
ORD-00932,2024-12-02,CUST-0099,Vihaan Sharma,West,Office Supplies,Stapler,3,57.16,-1.48
ORD-00496,2024-12-22,CUST-0101,Ishaan Menon,North,Office Supplies,Stapler,4,70.08,7.57
ORD-00592,2024-05-08,CUST-0066,Diya Nair,East,Electronics,Webcam,5,401.22,32.26
